Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Material Name,Material Level,Time per Day (min),Assessment Score,IQ of Student,Promoted
Andrew,13,Female,India,Maharashtra,Pune,Engineer,High,Beginner,Intermediate,English,PDF,Hard,30,82.95,82,Yes
Betty,18,Male,UK,Scotland,Glasgow,Engineer,Middle,Intermediate,Advanced,Math,PDF,Basic,45,93.89,93,Yes
Dawn,13,Female,USA,Texas,Dallas,Doctor,Middle,Advanced,Advanced,Math,Quiz,Hard,83,74.6,116,Yes
Sheryl,12,Male,India,Karnataka,Mysore,Teacher,High,Beginner,Beginner,English,Video,Basic,33,100.0,87,Yes
Sean,12,Female,UK,Scotland,Edinburgh,Business,Low,Intermediate,Advanced,English,Video,Hard,120,68.22,89,Yes
Joshua,6,Male,UK,Scotland,Glasgow,Teacher,Low,Beginner,Intermediate,Math,PDF,Basic,67,60.9,106,Yes
Robert,17,Female,India,Maharashtra,Pune,Engineer,Low,Beginner,Intermediate,Science,PDF,Basic,36,64.77,105,Yes
Nancy,5,Female,India,Maharashtra,Mumbai,Business,Middle,Beginner,Advanced,English,PDF,Medium,37,62.04,94,Yes
Heather,17,Male,UK,Scotland,Glasgow,Business,Low,Intermediate,Intermediate,Math,Video,Medium,43,52.17,118,No
Alyssa,9,Male,USA,California,San Diego,Engineer,High,Advanced,Intermediate,Math,PDF,Hard,31,38.57,137,No
Joseph,6,Female,USA,California,San Diego,Teacher,High,Beginner,Advanced,Science,PDF,Hard,18,54.59,114,No
Jonathan,12,Female,USA,California,Los Angeles,Doctor,Middle,Beginner,Advanced,Science,Video,Basic,91,59.75,92,No
Eric,7,Male,India,Karnataka,Bangalore,Farmer,Middle,Advanced,Beginner,Science,Video,Basic,117,83.59,107,Yes
Christopher,6,Male,UK,England,Manchester,Teacher,High,Advanced,Advanced,English,Quiz,Basic,101,77.77,126,Yes
Jacob,12,Male,UK,Scotland,Glasgow,Engineer,High,Beginner,Beginner,Science,Quiz,Medium,59,90.8,116,Yes
Melissa,12,Male,USA,Texas,Austin,Business,Low,Beginner,Beginner,English,PDF,Medium,83,100.0,99,Yes
Patricia,9,Female,UK,Scotland,Glasgow,Clerk,High,Advanced,Intermediate,English,Video,Basic,66,77.64,83,Yes
Richard,17,Male,India,Maharashtra,Pune,Doctor,Low,Beginner,Intermediate,English,Quiz,Hard,99,48.64,105,No
Benjamin,8,Male,USA,Texas,Austin,Clerk,Middle,Advanced,Intermediate,Science,Video,Basic,116,59.1,126,No
Angela,18,Male,India,Karnataka,Mysore,Engineer,High,Advanced,Intermediate,Math,Video,Medium,88,100.0,123,Yes
Thomas,5,Female,UK,England,Manchester,Teacher,High,Advanced,Advanced,Math,Quiz,Medium,18,67.44,80,Yes
Jeffery,17,Male,UK,Scotland,Edinburgh,Business,High,Beginner,Beginner,English,Video,Medium,114,72.1,124,Yes
Ryan,10,Male,USA,Texas,Austin,Doctor,Low,Advanced,Intermediate,Math,Video,Basic,52,73.39,94,Yes
Jennifer,11,Female,USA,California,San Diego,Engineer,Low,Advanced,Advanced,Science,Quiz,Basic,67,82.28,108,Yes
Chelsea,5,Female,USA,Texas,Austin,Engineer,Low,Advanced,Intermediate,Math,Video,Basic,61,69.01,97,Yes
Logan,10,Male,India,Maharashtra,Pune,Doctor,Middle,Beginner,Advanced,English,PDF,Basic,113,76.57,100,Yes
Keith,13,Female,UK,Scotland,Edinburgh,Teacher,Middle,Beginner,Intermediate,Science,Quiz,Basic,42,91.37,125,Yes
Kristen,12,Female,USA,California,San Diego,Business,Low,Beginner,Advanced,English,PDF,Basic,55,86.81,136,Yes
Denise,16,Male,USA,California,Los Angeles,Engineer,Low,Beginner,Advanced,Science,PDF,Basic,53,52.93,107,No
Tiffany,10,Male,USA,Texas,Austin,Doctor,Middle,Advanced,Beginner,English,Video,Hard,52,92.39,114,Yes
Andrew,8,Female,India,Karnataka,Mysore,Teacher,Low,Beginner,Beginner,Math,Video,Basic,17,64.93,106,Yes
Alec,12,Female,USA,California,Los Angeles,Farmer,Middle,Advanced,Intermediate,English,PDF,Medium,109,80.82,103,Yes
Richard,7,Female,UK,Scotland,Edinburgh,Doctor,Middle,Beginner,Beginner,Math,Quiz,Basic,49,59.83,90,No
Justin,16,Female,India,Maharashtra,Mumbai,Teacher,Low,Intermediate,Advanced,Math,PDF,Hard,63,53.82,117,No
Diana,15,Male,UK,England,Manchester,Teacher,High,Advanced,Beginner,English,Video,Medium,65,60.55,85,Yes
Douglas,8,Male,UK,England,London,Business,Middle,Beginner,Intermediate,English,Quiz,Hard,50,78.33,133,Yes
Jeffrey,11,Male,India,Karnataka,Bangalore,Teacher,High,Beginner,Beginner,English,Video,Medium,115,61.68,106,Yes
Timothy,12,Female,UK,England,London,Engineer,Low,Intermediate,Beginner,Science,PDF,Basic,117,77.26,103,Yes
Timothy,8,Male,USA,California,Los Angeles,Teacher,Low,Intermediate,Intermediate,English,Quiz,Hard,82,49.75,137,No
Christine,8,Male,USA,California,Los Angeles,Engineer,Middle,Beginner,Advanced,English,Video,Hard,45,70.73,107,Yes
Joe,6,Male,USA,California,Los Angeles,Teacher,Low,Advanced,Beginner,English,Video,Medium,73,88.76,103,Yes
Paula,11,Female,USA,Texas,Austin,Engineer,Low,Beginner,Beginner,Science,Video,Medium,28,75.5,96,Yes
Julie,14,Male,India,Karnataka,Bangalore,Clerk,Middle,Advanced,Advanced,Science,Quiz,Basic,110,78.9,94,Yes
Elizabeth,13,Male,UK,England,London,Business,High,Advanced,Beginner,English,Video,Basic,38,86.28,99,Yes
Megan,16,Male,UK,England,London,Clerk,High,Advanced,Beginner,Science,PDF,Basic,29,100.0,109,Yes
Julie,11,Female,UK,England,London,Clerk,High,Advanced,Advanced,English,PDF,Hard,78,58.34,93,No
Melissa,8,Male,UK,Scotland,Glasgow,Clerk,Low,Beginner,Intermediate,Science,Video,Hard,85,63.1,127,Yes
Michael,13,Female,India,Maharashtra,Pune,Doctor,Middle,Beginner,Advanced,English,PDF,Hard,48,61.17,128,Yes
Taylor,9,Male,India,Maharashtra,Pune,Business,High,Intermediate,Advanced,English,Quiz,Hard,87,71.37,111,Yes
Christopher,15,Male,India,Maharashtra,Mumbai,Business,Low,Intermediate,Beginner,Math,Video,Basic,41,43.42,120,No
Marissa,16,Female,India,Maharashtra,Pune,Clerk,High,Beginner,Beginner,Science,Video,Basic,41,39.13,125,No
Kelly,16,Female,USA,California,Los Angeles,Engineer,Middle,Advanced,Advanced,English,Video,Basic,103,57.6,90,No
Emily,14,Female,UK,Scotland,Glasgow,Farmer,Low,Advanced,Advanced,Math,Video,Medium,16,77.09,107,Yes
Amanda,16,Male,USA,California,Los Angeles,Business,Low,Intermediate,Advanced,Math,Video,Medium,97,61.1,88,Yes
Jamie,7,Male,India,Maharashtra,Pune,Engineer,Low,Beginner,Advanced,Science,Video,Medium,14,62.25,100,Yes
Matthew,15,Female,India,Karnataka,Mysore,Farmer,Low,Advanced,Advanced,English,Quiz,Hard,52,52.03,113,No
James,12,Female,India,Maharashtra,Mumbai,Clerk,Low,Intermediate,Beginner,Math,PDF,Hard,94,76.13,134,Yes
Kayla,17,Male,UK,Scotland,Edinburgh,Teacher,Middle,Advanced,Intermediate,Math,PDF,Hard,28,71.0,104,Yes
Jason,12,Male,India,Maharashtra,Pune,Engineer,Middle,Advanced,Beginner,Math,Video,Basic,19,68.42,125,Yes
Lindsey,15,Female,UK,England,Manchester,Engineer,Low,Beginner,Advanced,Science,PDF,Medium,110,77.28,89,Yes
Danny,17,Male,UK,England,London,Doctor,Low,Beginner,Beginner,Math,PDF,Medium,13,71.89,105,Yes
Joel,9,Male,USA,Texas,Dallas,Doctor,High,Intermediate,Intermediate,English,Quiz,Medium,43,38.59,128,No
Kimberly,16,Female,USA,Texas,Austin,Farmer,High,Advanced,Intermediate,Science,Video,Hard,75,52.97,88,No
Angela,7,Female,USA,California,San Diego,Clerk,High,Beginner,Advanced,Science,PDF,Hard,113,61.71,80,Yes
Annette,11,Female,India,Maharashtra,Pune,Doctor,Low,Beginner,Advanced,Math,Quiz,Basic,22,96.18,101,Yes
Jodi,17,Female,India,Karnataka,Bangalore,Doctor,High,Intermediate,Beginner,Science,Video,Hard,72,41.61,95,No
Patrick,9,Female,India,Maharashtra,Mumbai,Clerk,Middle,Advanced,Intermediate,Math,PDF,Hard,43,82.01,140,Yes
William,18,Female,UK,Scotland,Edinburgh,Clerk,Low,Intermediate,Intermediate,Science,Quiz,Medium,53,75.51,114,Yes
Chelsea,13,Male,USA,Texas,Austin,Farmer,Low,Beginner,Intermediate,Math,PDF,Basic,72,86.35,101,Yes
Joseph,5,Male,India,Maharashtra,Pune,Farmer,High,Intermediate,Beginner,English,PDF,Hard,10,70.17,109,Yes
Steven,15,Female,India,Karnataka,Mysore,Engineer,High,Advanced,Advanced,English,Quiz,Basic,107,61.11,118,Yes
Matthew,6,Female,India,Karnataka,Mysore,Business,Low,Beginner,Beginner,English,Quiz,Hard,96,54.48,117,No
Megan,7,Male,India,Karnataka,Mysore,Clerk,High,Advanced,Beginner,English,Video,Basic,60,69.75,140,Yes
Lindsay,17,Male,UK,England,London,Teacher,Middle,Advanced,Intermediate,English,Video,Hard,12,91.11,99,Yes
Dana,7,Male,USA,California,San Diego,Farmer,Middle,Beginner,Intermediate,Math,Quiz,Medium,101,43.68,110,No
Jeremy,8,Female,India,Maharashtra,Pune,Teacher,High,Intermediate,Advanced,English,Quiz,Basic,16,80.49,104,Yes
Dawn,11,Female,USA,California,San Diego,Teacher,High,Advanced,Beginner,English,PDF,Basic,77,71.8,125,Yes
Michele,9,Female,USA,Texas,Austin,Teacher,Middle,Beginner,Advanced,Science,Quiz,Basic,53,70.23,134,Yes
Leah,12,Female,India,Karnataka,Mysore,Farmer,High,Beginner,Advanced,Science,Video,Basic,102,81.2,119,Yes
Larry,15,Male,USA,California,San Diego,Teacher,High,Beginner,Intermediate,Science,Quiz,Hard,62,79.64,86,Yes
Christy,5,Female,USA,California,Los Angeles,Farmer,High,Advanced,Advanced,English,PDF,Basic,86,79.45,96,Yes
Joshua,18,Male,India,Maharashtra,Mumbai,Clerk,Middle,Advanced,Beginner,English,PDF,Medium,102,32.44,116,No
Jamie,15,Female,India,Maharashtra,Mumbai,Engineer,Middle,Beginner,Intermediate,Math,Quiz,Hard,33,70.17,131,Yes
Angel,7,Female,USA,Texas,Dallas,Farmer,Middle,Intermediate,Beginner,Science,PDF,Hard,68,95.75,137,Yes
Valerie,10,Female,UK,England,Manchester,Clerk,Middle,Beginner,Intermediate,Math,PDF,Hard,98,78.45,115,Yes
Mark,17,Female,India,Maharashtra,Pune,Doctor,Middle,Beginner,Beginner,English,Video,Medium,21,72.6,120,Yes
Nicholas,13,Male,USA,Texas,Dallas,Farmer,Low,Intermediate,Advanced,Science,Quiz,Medium,32,83.06,81,Yes
James,13,Female,UK,Scotland,Edinburgh,Doctor,Middle,Beginner,Beginner,Science,Video,Hard,74,66.83,100,Yes
Jacob,18,Male,India,Maharashtra,Pune,Clerk,Middle,Advanced,Intermediate,English,Quiz,Basic,47,75.51,82,Yes
Bailey,13,Male,UK,England,London,Clerk,Low,Beginner,Beginner,Science,Video,Basic,13,77.58,139,Yes
Carmen,13,Male,UK,Scotland,Glasgow,Engineer,Middle,Advanced,Beginner,Science,Video,Medium,51,63.83,96,Yes
Sylvia,17,Female,India,Maharashtra,Mumbai,Doctor,High,Intermediate,Beginner,Math,Quiz,Hard,102,96.48,116,Yes
Michael,13,Male,India,Karnataka,Mysore,Teacher,High,Intermediate,Beginner,Science,Quiz,Hard,33,60.18,93,Yes
Michael,14,Male,India,Karnataka,Mysore,Teacher,Middle,Beginner,Advanced,Science,Quiz,Hard,102,49.89,102,No
Richard,16,Male,India,Karnataka,Mysore,Farmer,High,Advanced,Intermediate,Math,Quiz,Hard,22,100.0,96,Yes
Christina,18,Male,India,Maharashtra,Pune,Farmer,High,Intermediate,Intermediate,Math,Quiz,Basic,20,68.22,97,Yes
Kathleen,10,Male,USA,California,San Diego,Engineer,Low,Beginner,Advanced,Math,Video,Basic,109,75.89,136,Yes
Bethany,11,Female,USA,California,Los Angeles,Farmer,Middle,Advanced,Advanced,Math,Quiz,Basic,56,77.38,121,Yes
Rebecca,17,Female,India,Maharashtra,Mumbai,Teacher,Low,Intermediate,Beginner,Science,PDF,Hard,26,41.2,122,No
Catherine,13,Female,India,Maharashtra,Pune,Doctor,High,Beginner,Beginner,Math,Quiz,Medium,65,72.21,123,Yes
Andrea,17,Male,USA,California,San Diego,Business,High,Advanced,Beginner,Math,Video,Medium,103,87.63,110,Yes
Wanda,5,Male,USA,California,Los Angeles,Doctor,High,Intermediate,Beginner,English,PDF,Basic,110,66.28,81,Yes
Scott,14,Female,India,Karnataka,Bangalore,Clerk,High,Beginner,Beginner,Math,Video,Medium,75,68.26,85,Yes
Cynthia,5,Male,UK,England,Manchester,Clerk,High,Advanced,Intermediate,Science,Quiz,Hard,111,60.23,80,Yes
David,15,Male,UK,England,Manchester,Farmer,Low,Advanced,Advanced,Math,Video,Hard,10,72.52,89,Yes
Curtis,15,Male,UK,England,Manchester,Business,Middle,Intermediate,Intermediate,Math,PDF,Hard,26,50.92,132,No
Ashley,6,Female,India,Maharashtra,Mumbai,Doctor,Low,Beginner,Intermediate,Math,Quiz,Basic,78,77.01,101,Yes
Brandy,17,Female,UK,Scotland,Glasgow,Teacher,Low,Advanced,Advanced,Math,PDF,Hard,118,52.55,126,No
Mark,11,Male,UK,Scotland,Glasgow,Clerk,Low,Beginner,Beginner,Science,PDF,Hard,35,57.31,116,No
Joann,5,Female,USA,California,Los Angeles,Business,High,Beginner,Intermediate,English,PDF,Basic,22,89.56,82,Yes
Beth,18,Female,USA,California,Los Angeles,Farmer,High,Advanced,Intermediate,Science,Quiz,Medium,12,78.09,106,Yes
David,14,Female,India,Karnataka,Bangalore,Teacher,High,Beginner,Advanced,English,Video,Hard,47,64.86,138,Yes
Jasmine,13,Female,UK,Scotland,Edinburgh,Clerk,Low,Advanced,Advanced,Science,Quiz,Basic,30,77.81,95,Yes
Mark,15,Female,India,Karnataka,Mysore,Farmer,Middle,Beginner,Beginner,Science,Quiz,Medium,22,63.22,113,Yes
Dennis,12,Male,UK,England,London,Teacher,Middle,Advanced,Advanced,English,Video,Hard,97,62.79,98,Yes
Judy,10,Male,UK,Scotland,Glasgow,Clerk,High,Beginner,Beginner,Math,PDF,Hard,14,79.89,83,Yes
Michael,6,Female,India,Maharashtra,Pune,Teacher,Low,Beginner,Advanced,Math,Quiz,Hard,102,70.77,105,Yes
Geoffrey,6,Male,UK,Scotland,Glasgow,Teacher,Middle,Intermediate,Intermediate,Math,Video,Medium,17,71.44,93,Yes
Wesley,16,Female,UK,England,Manchester,Teacher,High,Beginner,Beginner,Science,Quiz,Hard,93,67.18,114,Yes
Margaret,10,Female,India,Karnataka,Bangalore,Engineer,Middle,Advanced,Advanced,Math,Video,Basic,37,58.5,117,No
Brianna,16,Female,USA,Texas,Dallas,Farmer,Low,Beginner,Advanced,Math,Quiz,Basic,48,50.27,106,No
Jonathan,9,Male,USA,Texas,Dallas,Engineer,High,Advanced,Advanced,Math,Quiz,Hard,117,72.5,134,Yes
Dawn,12,Female,USA,California,San Diego,Business,Middle,Advanced,Advanced,English,Quiz,Hard,60,81.79,120,Yes
Steve,10,Female,UK,Scotland,Edinburgh,Clerk,High,Beginner,Intermediate,English,Video,Basic,107,88.81,131,Yes
Jermaine,17,Female,India,Karnataka,Mysore,Clerk,Middle,Advanced,Advanced,Math,Quiz,Basic,99,87.1,97,Yes
Michael,12,Female,UK,England,London,Engineer,Low,Intermediate,Intermediate,English,Quiz,Medium,120,80.75,80,Yes
Crystal,14,Male,USA,Texas,Austin,Farmer,High,Intermediate,Intermediate,English,Video,Basic,74,77.98,130,Yes
Rebecca,15,Male,USA,Texas,Dallas,Doctor,High,Intermediate,Advanced,Science,Video,Basic,120,64.48,108,Yes
April,10,Male,India,Karnataka,Mysore,Teacher,High,Advanced,Intermediate,Science,Quiz,Hard,83,58.44,82,No
Andrew,16,Male,USA,Texas,Dallas,Clerk,Low,Advanced,Advanced,Math,Quiz,Medium,64,67.02,132,Yes
John,7,Female,USA,Texas,Austin,Teacher,Low,Intermediate,Intermediate,English,PDF,Medium,104,43.81,95,No
Willie,13,Female,UK,England,Manchester,Doctor,Middle,Beginner,Intermediate,English,PDF,Hard,108,84.23,122,Yes
Melissa,18,Female,UK,Scotland,Glasgow,Engineer,Low,Advanced,Advanced,Math,Video,Hard,59,76.92,130,Yes
Jacqueline,18,Female,India,Karnataka,Mysore,Clerk,High,Intermediate,Advanced,Math,Video,Medium,59,65.39,109,Yes
John,17,Male,USA,Texas,Austin,Clerk,Low,Advanced,Beginner,Math,Quiz,Basic,18,55.49,109,No
Hunter,7,Female,USA,Texas,Austin,Doctor,High,Beginner,Beginner,Math,PDF,Basic,41,65.81,126,Yes
Kaitlin,9,Male,USA,Texas,Austin,Engineer,Low,Beginner,Intermediate,English,PDF,Hard,103,96.05,122,Yes
Raymond,5,Male,India,Maharashtra,Mumbai,Farmer,High,Intermediate,Beginner,Math,PDF,Medium,110,62.67,114,Yes
Ann,16,Female,UK,England,London,Teacher,Low,Intermediate,Intermediate,English,Quiz,Medium,87,100.0,137,Yes
Jeff,11,Female,India,Maharashtra,Mumbai,Doctor,Middle,Advanced,Beginner,Science,Video,Hard,82,59.09,99,No
Margaret,15,Female,USA,California,San Diego,Business,Middle,Intermediate,Advanced,English,PDF,Hard,81,54.44,107,No
Anna,8,Female,USA,Texas,Dallas,Farmer,Middle,Advanced,Beginner,English,PDF,Basic,15,81.65,113,Yes
Meghan,10,Female,UK,Scotland,Glasgow,Doctor,High,Advanced,Beginner,Science,PDF,Basic,33,78.54,121,Yes
Michael,10,Male,India,Maharashtra,Mumbai,Clerk,Low,Advanced,Intermediate,Science,Video,Hard,20,72.64,107,Yes
Michael,6,Female,USA,Texas,Austin,Teacher,Middle,Intermediate,Beginner,English,Quiz,Basic,86,57.33,85,No
Roberto,11,Female,India,Maharashtra,Pune,Engineer,Low,Advanced,Beginner,Math,PDF,Medium,105,73.15,128,Yes
Amber,18,Female,UK,England,Manchester,Teacher,Middle,Advanced,Advanced,Math,Quiz,Medium,91,45.27,133,No
Natalie,6,Female,UK,Scotland,Glasgow,Teacher,Middle,Advanced,Beginner,English,Video,Basic,97,65.09,93,Yes
Jay,10,Male,UK,England,London,Clerk,Low,Intermediate,Beginner,Science,Video,Basic,56,61.25,86,Yes
Dennis,18,Male,UK,Scotland,Glasgow,Doctor,High,Beginner,Intermediate,Math,Quiz,Hard,41,92.7,115,Yes
Alexander,7,Male,India,Karnataka,Mysore,Doctor,High,Beginner,Intermediate,English,Video,Basic,67,96.14,137,Yes
Justin,11,Female,UK,Scotland,Edinburgh,Teacher,Low,Advanced,Beginner,English,Video,Basic,12,63.2,110,Yes
Stephanie,17,Female,UK,Scotland,Glasgow,Engineer,High,Beginner,Advanced,Math,Quiz,Hard,88,55.77,93,No
Jennifer,12,Female,UK,Scotland,Glasgow,Teacher,High,Advanced,Advanced,Science,Video,Basic,18,85.01,87,Yes
Lori,13,Female,USA,Texas,Austin,Farmer,High,Beginner,Advanced,Science,Video,Hard,114,93.11,140,Yes
Kenneth,15,Female,UK,Scotland,Glasgow,Doctor,High,Beginner,Beginner,English,PDF,Hard,10,76.05,100,Yes
Leah,14,Male,USA,Texas,Austin,Doctor,High,Advanced,Beginner,Math,PDF,Medium,80,50.91,127,No
Justin,7,Female,USA,Texas,Dallas,Teacher,Middle,Advanced,Advanced,Science,Video,Hard,44,58.12,115,No
Jennifer,5,Female,UK,Scotland,Edinburgh,Engineer,Low,Intermediate,Beginner,Math,PDF,Basic,21,62.75,123,Yes
Scott,15,Male,India,Karnataka,Mysore,Farmer,Low,Beginner,Beginner,Science,Quiz,Basic,60,49.38,102,No
Donald,16,Female,India,Maharashtra,Pune,Teacher,High,Intermediate,Advanced,Math,Quiz,Basic,59,81.22,106,Yes
Brian,11,Female,India,Karnataka,Mysore,Business,Middle,Advanced,Beginner,Math,Quiz,Medium,36,61.78,89,Yes
Dawn,15,Male,USA,Texas,Dallas,Engineer,Middle,Beginner,Intermediate,Science,Quiz,Hard,70,82.65,114,Yes
Bruce,17,Female,USA,California,Los Angeles,Teacher,Low,Advanced,Advanced,English,PDF,Hard,44,80.55,93,Yes
Cheyenne,5,Female,UK,England,London,Business,High,Beginner,Beginner,Science,Quiz,Basic,40,65.64,139,Yes
Joshua,8,Female,UK,England,Manchester,Business,Middle,Intermediate,Intermediate,English,Video,Hard,59,63.62,110,Yes
Wesley,10,Female,India,Maharashtra,Pune,Teacher,Middle,Beginner,Beginner,Science,Video,Hard,17,59.04,126,No
Jonathan,12,Female,India,Maharashtra,Pune,Engineer,Middle,Beginner,Beginner,Math,PDF,Hard,68,55.66,120,No
Sandra,14,Male,India,Maharashtra,Mumbai,Clerk,Low,Advanced,Beginner,Math,Video,Medium,52,85.24,118,Yes
Karen,7,Male,UK,Scotland,Glasgow,Farmer,High,Intermediate,Advanced,English,Quiz,Hard,35,58.6,115,No
Jose,6,Female,India,Karnataka,Mysore,Engineer,Low,Beginner,Advanced,Math,Quiz,Medium,93,78.49,114,Yes
Tracy,8,Male,UK,England,London,Engineer,High,Advanced,Intermediate,English,PDF,Basic,34,39.04,126,No
Paige,14,Male,India,Karnataka,Bangalore,Teacher,Middle,Intermediate,Advanced,Math,Video,Basic,27,88.76,132,Yes
Raymond,15,Female,USA,Texas,Austin,Business,High,Advanced,Intermediate,Math,PDF,Medium,11,92.14,118,Yes
Troy,10,Female,UK,England,Manchester,Clerk,Middle,Advanced,Advanced,English,Video,Hard,87,88.57,113,Yes
Peter,17,Female,India,Maharashtra,Pune,Doctor,Middle,Intermediate,Beginner,English,Quiz,Medium,107,72.34,105,Yes
Joseph,14,Male,UK,England,London,Farmer,High,Advanced,Beginner,English,Video,Basic,46,70.12,101,Yes
Charles,12,Male,USA,Texas,Austin,Business,High,Advanced,Advanced,Science,Video,Medium,66,46.27,92,No
Melissa,6,Female,USA,Texas,Austin,Business,Low,Beginner,Beginner,English,Quiz,Hard,80,74.03,124,Yes
Laura,11,Male,India,Karnataka,Bangalore,Clerk,Middle,Advanced,Intermediate,Math,Quiz,Medium,93,67.43,114,Yes
Jessica,11,Female,UK,Scotland,Edinburgh,Teacher,High,Intermediate,Beginner,Math,Quiz,Hard,113,19.37,91,No
Kylie,6,Male,USA,Texas,Dallas,Teacher,High,Beginner,Beginner,Science,Quiz,Hard,81,72.71,138,Yes
Diana,17,Male,India,Maharashtra,Mumbai,Doctor,Middle,Advanced,Advanced,English,Video,Hard,13,46.31,132,No
Richard,15,Male,USA,Texas,Austin,Business,High,Intermediate,Advanced,Science,Quiz,Hard,19,80.06,86,Yes
Stacey,15,Female,India,Karnataka,Bangalore,Business,High,Advanced,Beginner,English,Video,Medium,95,54.85,112,No
John,11,Male,UK,Scotland,Edinburgh,Engineer,Middle,Intermediate,Beginner,Math,PDF,Medium,26,62.88,130,Yes
Jennifer,16,Female,UK,England,London,Doctor,Low,Intermediate,Beginner,Math,Video,Hard,34,91.94,83,Yes
Christopher,5,Male,UK,Scotland,Glasgow,Clerk,High,Intermediate,Advanced,Math,Quiz,Hard,96,66.23,121,Yes
Andrea,18,Male,USA,Texas,Dallas,Doctor,High,Beginner,Intermediate,Science,Quiz,Medium,63,100.0,101,Yes
Phillip,15,Male,UK,Scotland,Edinburgh,Farmer,Low,Advanced,Advanced,Math,Video,Medium,116,69.25,89,Yes
Bryce,11,Male,India,Karnataka,Bangalore,Business,Low,Advanced,Beginner,Math,PDF,Basic,100,71.25,115,Yes
Mike,7,Male,UK,England,Manchester,Teacher,High,Intermediate,Beginner,Math,PDF,Medium,41,43.47,107,No
Leslie,11,Female,UK,England,Manchester,Engineer,Middle,Intermediate,Beginner,Science,Video,Basic,27,67.5,108,Yes
Joseph,8,Female,USA,California,San Diego,Farmer,High,Advanced,Beginner,Science,Quiz,Medium,90,58.03,98,No
Lisa,12,Male,UK,England,London,Farmer,Middle,Beginner,Intermediate,Science,PDF,Medium,40,62.92,107,Yes
Matthew,9,Female,UK,Scotland,Edinburgh,Business,Middle,Beginner,Beginner,Science,Video,Hard,99,73.31,127,Yes
Meagan,16,Male,UK,England,London,Doctor,High,Advanced,Beginner,Science,Video,Medium,45,100.0,88,Yes
Jennifer,6,Female,USA,Texas,Dallas,Teacher,Middle,Intermediate,Beginner,Science,Video,Hard,111,50.55,110,No
Janet,10,Male,UK,England,Manchester,Engineer,Low,Intermediate,Advanced,English,Quiz,Hard,74,73.78,139,Yes
Kelly,14,Female,UK,England,Manchester,Teacher,High,Advanced,Intermediate,English,Video,Basic,25,49.36,107,No
Samuel,6,Male,USA,California,Los Angeles,Clerk,High,Advanced,Beginner,Science,Quiz,Hard,95,67.28,101,Yes
Christopher,9,Female,India,Maharashtra,Mumbai,Doctor,High,Intermediate,Intermediate,Math,Quiz,Medium,102,66.17,108,Yes
Elizabeth,10,Female,India,Karnataka,Mysore,Teacher,High,Advanced,Advanced,Math,Quiz,Hard,55,64.72,100,Yes
Tara,13,Female,UK,Scotland,Glasgow,Clerk,Low,Beginner,Advanced,Science,PDF,Medium,110,88.48,100,Yes
David,5,Female,USA,California,San Diego,Clerk,Middle,Beginner,Beginner,Math,PDF,Medium,63,82.08,128,Yes
Alexa,9,Male,USA,California,San Diego,Doctor,Middle,Advanced,Advanced,English,PDF,Medium,76,50.96,118,No
Victoria,16,Male,UK,Scotland,Glasgow,Engineer,Middle,Advanced,Advanced,Science,Video,Hard,59,65.99,129,Yes
Barbara,8,Female,UK,Scotland,Edinburgh,Business,Low,Advanced,Advanced,Science,Quiz,Basic,53,56.83,133,No
Tammy,10,Female,India,Karnataka,Bangalore,Clerk,High,Advanced,Advanced,English,PDF,Medium,105,61.28,84,Yes
Frank,11,Male,USA,California,Los Angeles,Farmer,Middle,Intermediate,Beginner,Math,Quiz,Basic,95,74.79,86,Yes
Paul,6,Female,UK,England,London,Farmer,Low,Intermediate,Advanced,English,Video,Medium,44,64.63,140,Yes
Jennifer,11,Female,UK,Scotland,Edinburgh,Engineer,High,Intermediate,Advanced,English,Video,Medium,32,90.52,140,Yes
Anthony,13,Female,USA,California,Los Angeles,Clerk,Middle,Advanced,Intermediate,English,Quiz,Basic,115,67.17,124,Yes
Joseph,5,Male,USA,California,Los Angeles,Engineer,Low,Advanced,Intermediate,Math,PDF,Hard,101,54.53,114,No
Sara,15,Male,India,Maharashtra,Pune,Business,High,Intermediate,Intermediate,Math,Quiz,Basic,83,73.98,108,Yes
Debbie,12,Female,UK,England,Manchester,Teacher,Middle,Beginner,Advanced,English,Quiz,Medium,101,72.21,90,Yes
Joseph,13,Female,UK,England,Manchester,Clerk,Middle,Intermediate,Intermediate,Math,Quiz,Medium,67,58.69,118,No
Daniel,14,Male,USA,California,San Diego,Teacher,Middle,Beginner,Beginner,English,PDF,Medium,119,74.16,105,Yes
Krystal,12,Male,UK,England,London,Farmer,High,Beginner,Advanced,Math,Video,Basic,78,84.93,91,Yes
Mary,6,Male,USA,California,San Diego,Doctor,Middle,Intermediate,Intermediate,Science,Video,Medium,43,61.22,82,Yes
Robin,10,Female,UK,Scotland,Glasgow,Farmer,High,Advanced,Advanced,English,Video,Basic,76,73.4,108,Yes
Michelle,6,Male,India,Karnataka,Mysore,Engineer,Middle,Advanced,Advanced,Math,Quiz,Hard,40,45.01,90,No
Jeffery,16,Female,India,Karnataka,Bangalore,Engineer,High,Beginner,Beginner,Science,Quiz,Hard,51,79.09,80,Yes
