Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Material Name,Material Level,Time per Day (min),Assessment Score,IQ of Student,Promoted
Corey,13,Female,UK,Scotland,Glasgow,Clerk,High,Beginner,Advanced,English,Quiz,Hard,67,85.57,97,Yes
Cynthia,7,Female,USA,California,Los Angeles,Teacher,Middle,Advanced,Advanced,Math,PDF,Basic,114,64.05,120,Yes
Barbara,18,Male,USA,Texas,Austin,Doctor,High,Beginner,Beginner,Science,PDF,Basic,30,46.19,103,No
Erik,6,Male,India,Karnataka,Mysore,Business,High,Intermediate,Advanced,Math,PDF,Hard,60,44.42,122,No
Erin,8,Female,India,Karnataka,Mysore,Engineer,Low,Advanced,Intermediate,Math,Video,Hard,36,69.36,108,Yes
Daniel,11,Male,UK,England,Manchester,Doctor,High,Advanced,Advanced,English,Video,Basic,80,70.32,116,Yes
Peter,6,Male,USA,Texas,Dallas,Doctor,Middle,Beginner,Beginner,Science,Video,Basic,47,54.95,122,No
Stephanie,10,Female,UK,England,London,Business,Low,Beginner,Beginner,Science,Quiz,Basic,35,64.12,104,Yes
Jennifer,12,Male,India,Karnataka,Bangalore,Doctor,High,Beginner,Intermediate,English,Video,Basic,104,65.05,120,Yes
Kimberly,13,Female,India,Maharashtra,Mumbai,Doctor,High,Intermediate,Intermediate,Science,Quiz,Basic,100,42.82,99,No
Adriana,9,Male,India,Maharashtra,Pune,Doctor,Middle,Advanced,Intermediate,Math,PDF,Basic,94,79.4,126,Yes
Robert,8,Female,India,Maharashtra,Mumbai,Doctor,High,Beginner,Intermediate,Science,PDF,Basic,58,76.06,129,Yes
Robert,17,Female,India,Karnataka,Mysore,Farmer,Low,Advanced,Intermediate,Math,Quiz,Hard,29,81.93,131,Yes
Linda,5,Female,USA,California,San Diego,Business,High,Intermediate,Advanced,Math,Video,Hard,24,72.32,100,Yes
Karen,6,Male,India,Maharashtra,Pune,Farmer,High,Advanced,Beginner,Science,PDF,Hard,47,50.64,106,No
Antonio,6,Female,USA,California,San Diego,Doctor,Middle,Intermediate,Intermediate,Math,PDF,Basic,37,64.66,130,Yes
Brett,10,Male,UK,Scotland,Edinburgh,Teacher,High,Intermediate,Beginner,Science,Quiz,Hard,29,74.83,117,Yes
Kristin,6,Male,UK,England,London,Business,Middle,Advanced,Beginner,Science,Quiz,Basic,37,72.3,139,Yes
Todd,18,Female,USA,Texas,Dallas,Engineer,Middle,Advanced,Intermediate,Science,Quiz,Basic,53,56.24,125,No
Kyle,11,Female,India,Karnataka,Bangalore,Doctor,High,Intermediate,Advanced,Math,Quiz,Hard,58,57.08,126,No
David,11,Female,India,Karnataka,Bangalore,Clerk,Low,Advanced,Intermediate,English,PDF,Medium,100,58.69,84,No
Lisa,5,Male,UK,England,Manchester,Farmer,Middle,Beginner,Advanced,Science,PDF,Hard,57,73.2,119,Yes
Timothy,8,Male,UK,England,London,Clerk,Middle,Beginner,Advanced,Science,Quiz,Hard,118,57.24,84,No
Benjamin,6,Female,UK,England,London,Teacher,High,Intermediate,Intermediate,Math,Quiz,Hard,118,79.87,96,Yes
Danielle,17,Female,USA,California,Los Angeles,Farmer,High,Beginner,Intermediate,Science,PDF,Basic,107,72.26,133,Yes
Megan,13,Female,USA,California,Los Angeles,Business,High,Intermediate,Advanced,English,Quiz,Medium,15,71.32,81,Yes
Christopher,15,Female,India,Karnataka,Bangalore,Engineer,Low,Advanced,Intermediate,Science,PDF,Basic,10,88.1,101,Yes
Justin,10,Male,India,Karnataka,Mysore,Business,Middle,Beginner,Intermediate,Math,Quiz,Medium,75,73.39,93,Yes
Anthony,17,Female,India,Maharashtra,Mumbai,Business,Low,Beginner,Beginner,Math,Video,Hard,77,71.58,85,Yes
Lynn,9,Male,USA,California,Los Angeles,Business,Low,Advanced,Beginner,Science,Quiz,Medium,47,78.81,132,Yes
Patricia,17,Female,UK,England,Manchester,Teacher,High,Advanced,Beginner,Science,Video,Hard,23,100.0,131,Yes
Elizabeth,7,Male,India,Karnataka,Bangalore,Teacher,High,Intermediate,Advanced,English,Quiz,Medium,75,72.45,102,Yes
Shannon,7,Male,India,Maharashtra,Mumbai,Business,Middle,Advanced,Beginner,Science,Video,Basic,82,82.47,102,Yes
Juan,17,Female,India,Maharashtra,Pune,Business,Middle,Intermediate,Beginner,English,PDF,Hard,46,100.0,98,Yes
Julie,7,Male,UK,Scotland,Glasgow,Farmer,Low,Advanced,Intermediate,English,PDF,Medium,23,88.13,101,Yes
Ralph,18,Female,UK,Scotland,Glasgow,Farmer,Low,Intermediate,Intermediate,Science,Video,Hard,73,94.0,118,Yes
Bradley,8,Male,India,Maharashtra,Pune,Farmer,Low,Intermediate,Beginner,Science,PDF,Basic,57,55.76,93,No
Holly,11,Male,India,Karnataka,Mysore,Engineer,High,Advanced,Intermediate,English,PDF,Hard,67,99.38,86,Yes
Brian,16,Male,India,Karnataka,Mysore,Engineer,Low,Advanced,Advanced,English,Quiz,Medium,65,68.1,115,Yes
Courtney,7,Female,USA,Texas,Austin,Teacher,Middle,Intermediate,Beginner,English,Quiz,Basic,82,89.2,81,Yes
Joseph,12,Male,UK,England,Manchester,Teacher,Middle,Advanced,Advanced,Math,Video,Medium,112,64.81,138,Yes
Roy,17,Male,India,Karnataka,Mysore,Engineer,Low,Intermediate,Advanced,Science,Video,Basic,108,46.36,93,No
Christine,15,Female,UK,England,Manchester,Teacher,High,Intermediate,Intermediate,Math,Video,Medium,60,79.47,126,Yes
Barbara,15,Male,UK,Scotland,Glasgow,Business,High,Beginner,Intermediate,Science,PDF,Basic,44,83.49,106,Yes
Megan,9,Male,India,Maharashtra,Pune,Clerk,Middle,Beginner,Intermediate,English,Video,Hard,12,73.79,119,Yes
Paul,16,Male,UK,England,Manchester,Teacher,Low,Intermediate,Beginner,Science,Quiz,Hard,25,73.91,112,Yes
Shannon,18,Female,USA,California,Los Angeles,Teacher,Middle,Advanced,Advanced,Math,PDF,Hard,38,71.26,87,Yes
Whitney,10,Male,UK,England,Manchester,Teacher,High,Beginner,Beginner,Science,Quiz,Basic,87,80.17,132,Yes
Keith,12,Female,USA,Texas,Dallas,Business,High,Beginner,Beginner,Math,PDF,Hard,101,58.65,136,No
Shannon,17,Male,UK,England,Manchester,Engineer,Low,Beginner,Intermediate,English,Video,Medium,81,55.3,133,No
Anna,12,Female,India,Karnataka,Bangalore,Clerk,Middle,Intermediate,Advanced,Math,Video,Medium,56,71.36,113,Yes
John,18,Female,USA,Texas,Austin,Teacher,High,Beginner,Intermediate,Science,Video,Basic,46,81.57,105,Yes
William,12,Female,USA,California,Los Angeles,Business,High,Beginner,Beginner,Math,PDF,Basic,109,56.19,85,No
Steven,18,Male,UK,Scotland,Edinburgh,Farmer,Low,Advanced,Beginner,Science,PDF,Hard,68,56.66,140,No
Bob,9,Male,India,Karnataka,Mysore,Business,High,Advanced,Beginner,Math,Video,Medium,94,85.99,94,Yes
Michael,16,Female,UK,England,Manchester,Engineer,Low,Intermediate,Intermediate,Math,Quiz,Medium,60,70.71,103,Yes
Eric,15,Female,UK,England,London,Engineer,High,Advanced,Beginner,Science,PDF,Hard,84,53.6,94,No
Daniel,7,Female,USA,Texas,Austin,Clerk,Middle,Advanced,Intermediate,Science,Quiz,Basic,109,45.02,127,No
Tracey,16,Female,India,Karnataka,Bangalore,Teacher,High,Intermediate,Intermediate,Science,PDF,Hard,31,67.31,131,Yes
David,11,Female,India,Maharashtra,Mumbai,Doctor,Middle,Intermediate,Beginner,Science,Quiz,Hard,98,83.3,87,Yes
Victoria,6,Male,UK,England,London,Engineer,High,Beginner,Beginner,Math,Quiz,Basic,78,82.88,117,Yes
Jose,16,Male,USA,California,Los Angeles,Doctor,High,Beginner,Beginner,English,Quiz,Hard,33,71.23,120,Yes
Steven,15,Female,UK,Scotland,Glasgow,Teacher,Low,Intermediate,Beginner,English,PDF,Hard,62,74.57,118,Yes
Kristen,5,Female,India,Maharashtra,Mumbai,Clerk,Low,Intermediate,Advanced,Math,Quiz,Hard,57,100.0,109,Yes
Matthew,12,Female,India,Maharashtra,Pune,Teacher,High,Intermediate,Beginner,English,PDF,Basic,120,76.2,89,Yes
Cathy,12,Male,UK,Scotland,Glasgow,Engineer,High,Intermediate,Advanced,Math,Quiz,Basic,80,70.03,139,Yes
Emily,17,Male,India,Maharashtra,Mumbai,Teacher,Low,Beginner,Advanced,English,Video,Medium,96,61.41,139,Yes
Robert,11,Male,India,Karnataka,Mysore,Business,Low,Advanced,Advanced,Science,Video,Basic,17,79.33,94,Yes
William,13,Male,USA,California,San Diego,Clerk,Middle,Beginner,Advanced,English,Video,Hard,63,96.24,85,Yes
Howard,18,Female,India,Maharashtra,Mumbai,Business,Middle,Advanced,Intermediate,Math,PDF,Basic,78,90.99,109,Yes
Gary,5,Male,India,Karnataka,Bangalore,Engineer,Middle,Beginner,Advanced,English,Video,Medium,10,78.99,109,Yes
Stacey,12,Male,USA,California,San Diego,Farmer,Middle,Intermediate,Intermediate,English,Video,Hard,21,71.41,89,Yes
Katherine,9,Female,UK,England,London,Teacher,Low,Beginner,Intermediate,English,Video,Hard,21,67.52,105,Yes
Jeff,18,Male,USA,California,San Diego,Engineer,Low,Intermediate,Advanced,Science,PDF,Basic,40,46.69,82,No
Amanda,8,Male,USA,Texas,Dallas,Engineer,High,Beginner,Advanced,Science,PDF,Basic,22,65.84,124,Yes
Gina,6,Male,UK,Scotland,Glasgow,Doctor,High,Intermediate,Advanced,English,Quiz,Medium,52,64.46,125,Yes
Carolyn,6,Female,USA,California,Los Angeles,Farmer,High,Beginner,Intermediate,English,Video,Basic,64,69.41,112,Yes
Susan,11,Male,USA,California,San Diego,Farmer,Low,Beginner,Intermediate,English,PDF,Hard,48,78.63,133,Yes
Christopher,14,Male,USA,California,Los Angeles,Business,High,Intermediate,Intermediate,Science,Video,Medium,28,56.35,86,No
Susan,13,Female,UK,England,London,Farmer,Low,Advanced,Advanced,Science,PDF,Medium,50,61.62,100,Yes
Cynthia,17,Male,UK,Scotland,Glasgow,Teacher,Middle,Beginner,Intermediate,Math,Video,Medium,75,68.98,110,Yes
Billy,18,Male,UK,England,Manchester,Business,Low,Advanced,Beginner,English,Video,Hard,75,64.81,95,Yes
Patrick,10,Female,UK,England,London,Doctor,Middle,Intermediate,Beginner,English,Video,Medium,11,64.98,117,Yes
Theresa,7,Male,India,Maharashtra,Mumbai,Clerk,Low,Advanced,Advanced,Science,Quiz,Basic,26,78.56,122,Yes
Tiffany,12,Male,India,Maharashtra,Mumbai,Business,High,Beginner,Advanced,Math,PDF,Hard,84,86.28,130,Yes
Paul,7,Female,UK,Scotland,Glasgow,Teacher,Middle,Intermediate,Advanced,Science,PDF,Medium,41,80.53,113,Yes
Michelle,8,Male,India,Maharashtra,Pune,Clerk,Low,Advanced,Beginner,English,Video,Basic,86,56.73,90,No
Lauren,7,Male,UK,England,Manchester,Teacher,High,Advanced,Advanced,Science,Video,Basic,102,56.03,119,No
Savannah,5,Male,UK,England,Manchester,Clerk,High,Advanced,Advanced,Science,Video,Basic,86,79.88,99,Yes
Samantha,15,Male,USA,California,Los Angeles,Business,High,Intermediate,Advanced,Math,PDF,Basic,110,92.23,84,Yes
Brandy,7,Male,UK,Scotland,Edinburgh,Doctor,Low,Advanced,Beginner,Science,PDF,Basic,21,67.84,93,Yes
Shawn,11,Male,UK,Scotland,Glasgow,Farmer,Middle,Advanced,Beginner,English,Quiz,Hard,30,71.61,115,Yes
Kristie,10,Female,UK,Scotland,Edinburgh,Doctor,High,Advanced,Advanced,English,Quiz,Hard,49,82.06,102,Yes
Karen,7,Female,UK,Scotland,Edinburgh,Doctor,High,Beginner,Intermediate,Math,Quiz,Medium,97,67.77,118,Yes
James,10,Male,UK,Scotland,Glasgow,Business,Low,Beginner,Advanced,English,PDF,Medium,120,77.03,91,Yes
Angela,16,Female,India,Maharashtra,Pune,Clerk,Low,Intermediate,Intermediate,English,PDF,Medium,67,83.04,94,Yes
Laura,11,Male,USA,Texas,Dallas,Doctor,High,Beginner,Beginner,English,Quiz,Basic,119,89.88,97,Yes
John,17,Female,UK,England,Manchester,Teacher,Middle,Beginner,Advanced,Math,PDF,Hard,20,39.05,105,No
Thomas,18,Male,UK,England,Manchester,Farmer,Middle,Advanced,Advanced,English,Quiz,Hard,118,73.61,135,Yes
Joshua,17,Male,USA,California,Los Angeles,Business,High,Advanced,Beginner,Science,PDF,Medium,38,66.94,88,Yes
Cynthia,9,Male,USA,California,San Diego,Business,High,Advanced,Beginner,Math,Quiz,Basic,91,52.06,94,No
Theodore,14,Female,USA,Texas,Austin,Doctor,High,Beginner,Beginner,Math,PDF,Hard,119,65.32,102,Yes
Trevor,18,Male,UK,Scotland,Glasgow,Doctor,Middle,Intermediate,Advanced,English,Quiz,Hard,19,74.21,106,Yes
Ethan,17,Male,India,Karnataka,Bangalore,Farmer,Low,Intermediate,Advanced,Math,PDF,Basic,12,82.82,139,Yes
Michael,16,Female,USA,California,Los Angeles,Teacher,High,Beginner,Advanced,Science,Video,Basic,88,70.82,81,Yes
Evan,8,Male,USA,Texas,Dallas,Engineer,Low,Intermediate,Intermediate,Math,Video,Medium,80,51.29,126,No
Christine,18,Male,UK,England,London,Farmer,Low,Intermediate,Beginner,Math,Video,Basic,53,49.87,91,No
Angela,5,Male,India,Maharashtra,Mumbai,Doctor,Low,Beginner,Advanced,Math,Quiz,Hard,55,78.74,100,Yes
Kelsey,14,Female,India,Karnataka,Bangalore,Engineer,High,Advanced,Beginner,English,Video,Hard,65,70.42,97,Yes
Elizabeth,17,Male,UK,England,Manchester,Business,High,Advanced,Advanced,Math,Video,Medium,11,85.23,115,Yes
Kathleen,18,Male,UK,Scotland,Edinburgh,Clerk,Low,Advanced,Intermediate,Science,PDF,Basic,18,85.18,80,Yes
Cheryl,5,Male,India,Maharashtra,Mumbai,Clerk,High,Advanced,Beginner,Science,Video,Hard,60,67.99,100,Yes
Kevin,8,Female,USA,California,San Diego,Engineer,Middle,Advanced,Advanced,Science,PDF,Hard,58,81.04,133,Yes
Toni,16,Female,USA,Texas,Austin,Engineer,Low,Intermediate,Intermediate,English,Quiz,Hard,83,100.0,102,Yes
Kimberly,15,Female,India,Maharashtra,Mumbai,Doctor,Low,Advanced,Advanced,English,Video,Medium,101,53.57,123,No
Brittany,10,Male,USA,Texas,Austin,Clerk,High,Advanced,Advanced,Science,Video,Basic,64,57.4,120,No
Jerry,7,Female,UK,England,London,Clerk,Low,Advanced,Intermediate,Science,PDF,Medium,90,86.66,133,Yes
Evelyn,5,Male,USA,California,San Diego,Engineer,High,Beginner,Advanced,Science,Quiz,Basic,32,43.94,102,No
David,8,Male,India,Karnataka,Bangalore,Teacher,High,Beginner,Intermediate,English,PDF,Basic,113,77.27,134,Yes
Susan,14,Female,UK,Scotland,Edinburgh,Doctor,High,Intermediate,Intermediate,Math,Video,Medium,52,46.34,94,No
Kyle,15,Female,UK,England,London,Teacher,Middle,Intermediate,Beginner,Science,Quiz,Hard,90,76.07,108,Yes
Jessica,5,Female,USA,Texas,Austin,Farmer,High,Intermediate,Intermediate,Science,Video,Basic,44,73.24,104,Yes
Francisco,13,Male,USA,California,San Diego,Clerk,Middle,Advanced,Beginner,English,Video,Medium,18,62.4,109,Yes
Ian,5,Male,UK,Scotland,Edinburgh,Teacher,High,Beginner,Beginner,Science,Video,Hard,89,68.81,131,Yes
Nathan,15,Female,USA,Texas,Dallas,Doctor,High,Beginner,Intermediate,English,PDF,Medium,85,77.39,110,Yes
Debra,11,Male,UK,England,Manchester,Clerk,High,Intermediate,Advanced,English,PDF,Medium,26,94.71,84,Yes
Nicole,7,Female,USA,California,San Diego,Farmer,High,Intermediate,Beginner,English,PDF,Basic,85,76.87,98,Yes
Julie,5,Female,UK,England,Manchester,Business,High,Beginner,Intermediate,Math,Quiz,Hard,83,69.0,119,Yes
Keith,16,Female,USA,California,Los Angeles,Engineer,Low,Advanced,Advanced,Math,PDF,Basic,20,42.69,125,No
John,9,Male,India,Karnataka,Mysore,Teacher,High,Beginner,Intermediate,English,Video,Basic,42,73.83,100,Yes
Darryl,16,Male,India,Karnataka,Mysore,Engineer,Low,Intermediate,Advanced,English,PDF,Basic,109,67.7,80,Yes
Steven,8,Male,UK,England,London,Farmer,Middle,Intermediate,Beginner,Math,Video,Medium,96,52.71,134,No
Brenda,12,Female,USA,California,Los Angeles,Business,High,Beginner,Beginner,English,Quiz,Basic,26,58.55,119,No
Yvonne,16,Male,USA,Texas,Dallas,Doctor,Middle,Advanced,Intermediate,English,PDF,Medium,17,52.83,82,No
Robert,6,Female,India,Maharashtra,Pune,Farmer,Middle,Advanced,Beginner,Math,Video,Hard,90,63.52,99,Yes
Joshua,15,Female,USA,California,Los Angeles,Engineer,Low,Advanced,Advanced,Math,Video,Hard,97,54.16,101,No
Roy,14,Female,USA,California,Los Angeles,Business,High,Intermediate,Intermediate,Math,Quiz,Medium,119,100.0,83,Yes
Eric,17,Male,India,Maharashtra,Mumbai,Engineer,Low,Advanced,Advanced,Math,Video,Medium,78,92.07,128,Yes
Kurt,15,Female,UK,Scotland,Glasgow,Engineer,High,Beginner,Intermediate,Science,PDF,Hard,42,51.76,104,No
Emma,6,Female,USA,California,Los Angeles,Business,High,Intermediate,Advanced,Math,Quiz,Hard,49,54.07,112,No
Thomas,5,Female,UK,England,London,Clerk,Low,Advanced,Intermediate,Math,Quiz,Medium,75,41.36,137,No
Kim,8,Female,USA,Texas,Austin,Engineer,High,Beginner,Beginner,Science,Video,Hard,31,87.02,99,Yes
Jack,13,Male,India,Maharashtra,Pune,Doctor,Middle,Advanced,Advanced,Math,PDF,Medium,29,44.56,86,No
Joe,10,Female,USA,Texas,Austin,Doctor,High,Intermediate,Beginner,Science,PDF,Hard,97,91.8,131,Yes
Connie,12,Male,UK,Scotland,Glasgow,Farmer,Middle,Beginner,Intermediate,English,PDF,Medium,119,69.38,93,Yes
Benjamin,7,Female,UK,England,London,Doctor,Low,Advanced,Beginner,English,Quiz,Basic,102,79.21,122,Yes
Kenneth,5,Female,UK,Scotland,Edinburgh,Teacher,High,Intermediate,Advanced,Math,PDF,Medium,15,76.32,133,Yes
Haley,9,Female,USA,Texas,Dallas,Clerk,Low,Advanced,Intermediate,Math,PDF,Medium,113,68.45,125,Yes
Nicole,11,Female,USA,Texas,Austin,Engineer,Middle,Intermediate,Beginner,Science,Video,Medium,94,82.75,95,Yes
Wanda,18,Female,USA,California,Los Angeles,Farmer,High,Beginner,Intermediate,Math,Quiz,Basic,38,75.86,102,Yes
Jacob,13,Female,USA,California,San Diego,Business,Low,Beginner,Advanced,Math,Quiz,Hard,110,81.98,119,Yes
Beverly,14,Male,UK,England,London,Teacher,Middle,Beginner,Intermediate,Math,Quiz,Medium,35,99.45,89,Yes
Julie,6,Female,UK,England,Manchester,Teacher,High,Intermediate,Advanced,Math,Video,Basic,75,91.74,127,Yes
Gregory,10,Male,USA,California,Los Angeles,Clerk,Low,Intermediate,Intermediate,Science,Video,Basic,14,78.04,139,Yes
Matthew,11,Male,India,Karnataka,Bangalore,Business,High,Intermediate,Beginner,Math,Quiz,Medium,33,64.73,126,Yes
Henry,10,Female,UK,England,Manchester,Farmer,High,Advanced,Intermediate,Math,Video,Medium,85,54.2,80,No
Jill,6,Male,USA,California,Los Angeles,Business,Middle,Beginner,Intermediate,English,Quiz,Medium,58,77.77,136,Yes
Elizabeth,18,Male,UK,Scotland,Edinburgh,Farmer,High,Intermediate,Beginner,English,Video,Hard,90,75.1,84,Yes
Laurie,10,Female,UK,Scotland,Glasgow,Engineer,High,Beginner,Intermediate,Math,PDF,Medium,40,62.33,80,Yes
Alicia,9,Female,India,Karnataka,Mysore,Business,Low,Beginner,Advanced,Math,PDF,Hard,47,42.21,113,No
Jasmine,7,Male,USA,California,Los Angeles,Doctor,Low,Intermediate,Advanced,Science,PDF,Hard,58,70.54,80,Yes
Joseph,18,Male,India,Karnataka,Bangalore,Doctor,Middle,Beginner,Beginner,Science,Quiz,Hard,113,44.66,121,No
Jody,16,Male,UK,England,London,Doctor,Low,Advanced,Beginner,Science,Video,Medium,59,56.67,93,No
Traci,5,Male,USA,Texas,Austin,Doctor,High,Intermediate,Beginner,Science,PDF,Basic,24,65.06,131,Yes
Daniel,11,Female,USA,California,San Diego,Clerk,Low,Advanced,Intermediate,English,Quiz,Basic,55,100.0,139,Yes
James,11,Female,UK,Scotland,Edinburgh,Business,Low,Beginner,Beginner,Math,PDF,Basic,113,37.22,100,No
William,15,Male,India,Karnataka,Mysore,Engineer,High,Intermediate,Beginner,English,PDF,Basic,30,69.76,121,Yes
Donald,15,Female,UK,Scotland,Glasgow,Business,Middle,Intermediate,Intermediate,Math,PDF,Basic,40,65.6,85,Yes
Audrey,16,Male,USA,California,San Diego,Engineer,High,Advanced,Intermediate,English,PDF,Basic,93,86.64,82,Yes
Nicole,6,Female,USA,Texas,Dallas,Teacher,High,Beginner,Advanced,Science,PDF,Basic,73,88.77,120,Yes
Joshua,8,Male,UK,England,London,Farmer,High,Intermediate,Advanced,English,PDF,Hard,81,58.74,121,No
Christopher,15,Male,UK,Scotland,Edinburgh,Doctor,Low,Advanced,Advanced,Math,PDF,Basic,96,73.52,88,Yes
Francis,7,Male,USA,Texas,Dallas,Teacher,Middle,Beginner,Advanced,Science,Quiz,Medium,110,79.74,84,Yes
Dana,9,Female,UK,Scotland,Edinburgh,Business,High,Advanced,Intermediate,English,Video,Hard,93,63.9,92,Yes
Derek,8,Female,USA,California,San Diego,Farmer,High,Advanced,Advanced,Math,PDF,Hard,22,67.01,135,Yes
Kristen,5,Male,India,Maharashtra,Pune,Engineer,Low,Beginner,Intermediate,Science,Quiz,Basic,13,57.76,108,No
Robert,7,Male,India,Maharashtra,Pune,Farmer,Middle,Beginner,Advanced,English,PDF,Hard,90,55.88,139,No
Mark,12,Female,USA,California,San Diego,Teacher,Low,Beginner,Beginner,Math,Quiz,Basic,96,66.62,84,Yes
Elizabeth,5,Male,UK,England,Manchester,Farmer,Low,Intermediate,Beginner,Science,Quiz,Medium,115,61.93,112,Yes
Melissa,16,Female,USA,Texas,Austin,Doctor,Middle,Beginner,Advanced,Science,PDF,Hard,64,91.79,98,Yes
Jason,11,Female,India,Maharashtra,Mumbai,Business,Middle,Beginner,Advanced,English,Video,Medium,110,63.58,139,Yes
Jonathan,17,Female,India,Karnataka,Bangalore,Doctor,High,Beginner,Advanced,Science,Quiz,Basic,37,82.81,91,Yes
Adrienne,8,Female,USA,Texas,Dallas,Teacher,Low,Intermediate,Intermediate,Math,PDF,Basic,33,54.21,100,No
Brandi,17,Female,UK,England,London,Engineer,High,Intermediate,Advanced,Science,Video,Medium,89,71.79,113,Yes
Melanie,7,Female,UK,England,London,Doctor,Low,Advanced,Intermediate,Science,Quiz,Hard,76,73.12,92,Yes
James,17,Male,USA,California,Los Angeles,Doctor,Low,Advanced,Intermediate,Science,Quiz,Medium,26,85.72,83,Yes
Jeffrey,13,Male,USA,California,Los Angeles,Business,Low,Advanced,Beginner,Science,Video,Basic,71,66.2,117,Yes
Teresa,17,Male,USA,Texas,Austin,Clerk,High,Advanced,Beginner,Math,PDF,Basic,85,43.45,137,No
David,18,Male,USA,California,San Diego,Business,Middle,Intermediate,Beginner,Science,Video,Basic,63,80.31,113,Yes
Micheal,9,Male,India,Karnataka,Mysore,Teacher,High,Beginner,Intermediate,Science,Video,Hard,87,73.25,101,Yes
Katrina,15,Male,UK,Scotland,Glasgow,Farmer,Low,Advanced,Beginner,English,Video,Hard,15,66.78,94,Yes
Gerald,18,Female,UK,England,Manchester,Teacher,Low,Advanced,Beginner,English,PDF,Basic,54,69.82,95,Yes
Daniel,5,Male,India,Maharashtra,Pune,Teacher,Low,Beginner,Intermediate,Math,Video,Medium,99,77.58,89,Yes
Joshua,6,Female,UK,Scotland,Glasgow,Engineer,Low,Advanced,Advanced,Science,PDF,Hard,50,54.04,115,No
Michael,12,Female,India,Karnataka,Bangalore,Farmer,Low,Intermediate,Intermediate,English,Quiz,Hard,89,66.2,118,Yes
Danielle,15,Male,USA,Texas,Austin,Teacher,Middle,Beginner,Intermediate,Math,Video,Medium,42,81.88,129,Yes
George,15,Male,USA,Texas,Dallas,Farmer,High,Advanced,Beginner,English,PDF,Medium,98,87.8,100,Yes
Jason,15,Female,India,Maharashtra,Mumbai,Teacher,Low,Beginner,Beginner,Math,Video,Hard,87,64.77,133,Yes
Larry,5,Female,USA,Texas,Dallas,Business,Low,Beginner,Beginner,Science,Quiz,Basic,89,60.09,126,Yes
Samantha,11,Female,USA,Texas,Dallas,Business,Middle,Beginner,Intermediate,English,Video,Basic,117,78.81,134,Yes
Amanda,15,Female,UK,Scotland,Edinburgh,Farmer,Low,Advanced,Intermediate,Math,PDF,Hard,107,71.51,110,Yes
Anna,14,Female,India,Karnataka,Mysore,Teacher,High,Advanced,Beginner,Science,Quiz,Medium,114,69.69,129,Yes
Adrienne,8,Female,India,Maharashtra,Mumbai,Clerk,Middle,Intermediate,Beginner,Math,Video,Basic,42,79.82,119,Yes
James,11,Male,USA,California,Los Angeles,Clerk,Low,Intermediate,Intermediate,Science,Quiz,Basic,117,96.54,135,Yes
Mary,17,Male,USA,California,Los Angeles,Business,Low,Advanced,Intermediate,Math,PDF,Basic,59,76.92,98,Yes
Michael,10,Male,USA,California,San Diego,Business,Low,Beginner,Beginner,Math,Video,Medium,90,84.25,82,Yes
Joseph,9,Male,India,Maharashtra,Mumbai,Business,Low,Intermediate,Beginner,Math,Quiz,Medium,57,38.28,105,No
Michael,11,Female,India,Maharashtra,Pune,Business,Middle,Advanced,Beginner,English,Video,Medium,57,57.91,89,No
James,11,Female,UK,Scotland,Edinburgh,Business,Low,Intermediate,Intermediate,Science,Video,Hard,63,55.15,99,No
Shannon,14,Female,UK,Scotland,Glasgow,Business,Middle,Intermediate,Intermediate,Science,PDF,Basic,20,64.39,134,Yes
Jacob,6,Female,USA,Texas,Dallas,Farmer,High,Intermediate,Beginner,Math,Video,Medium,118,94.91,127,Yes
Cindy,5,Male,UK,England,London,Business,High,Beginner,Beginner,Math,PDF,Hard,99,100.0,105,Yes
Megan,14,Male,India,Karnataka,Bangalore,Doctor,Low,Beginner,Advanced,English,Video,Hard,11,69.84,92,Yes
Katie,10,Male,India,Karnataka,Bangalore,Farmer,Middle,Beginner,Advanced,English,Video,Basic,82,83.5,138,Yes
Thomas,12,Female,India,Karnataka,Bangalore,Business,High,Beginner,Beginner,English,PDF,Medium,120,71.68,122,Yes
Henry,6,Male,USA,California,Los Angeles,Teacher,High,Beginner,Intermediate,Math,PDF,Basic,99,68.79,93,Yes
James,11,Male,India,Karnataka,Bangalore,Teacher,Low,Advanced,Beginner,Science,Quiz,Basic,72,72.64,129,Yes
Allen,8,Male,UK,England,Manchester,Business,High,Beginner,Intermediate,Science,Video,Hard,93,69.33,133,Yes
James,18,Female,USA,Texas,Austin,Farmer,High,Intermediate,Beginner,English,Video,Hard,98,59.52,80,No
Amanda,12,Male,UK,England,London,Farmer,Low,Advanced,Beginner,English,PDF,Medium,21,58.31,134,No
Chase,14,Female,UK,England,Manchester,Teacher,Middle,Beginner,Beginner,Science,PDF,Basic,120,83.78,111,Yes
Randy,15,Female,USA,California,Los Angeles,Clerk,High,Intermediate,Advanced,Science,Quiz,Medium,53,65.43,90,Yes
Janet,18,Female,USA,California,San Diego,Teacher,High,Intermediate,Intermediate,Science,PDF,Basic,108,94.45,116,Yes
Linda,8,Male,India,Maharashtra,Mumbai,Engineer,High,Intermediate,Advanced,Science,Quiz,Basic,104,68.71,97,Yes
Reginald,15,Female,India,Maharashtra,Pune,Farmer,High,Advanced,Intermediate,Math,Quiz,Basic,45,55.16,128,No
